place_fips,place_name,full_fips,county_name,coverage_percentage
4571395,Taylors CDP,45045,Greenville County,100
5139304,Hybla Valley CDP,51059,Fairfax County,100
5414775,Cheat Lake CDP,54061,Monongalia County,100
5511250,Burnett CDP,55027,Dodge County,100
7228824,Florida zona urbana,72054,Florida Municipio,100
7266492,Punta Santiago comunidad,72069,Humacao Municipio,100
0165592,Rock Mills CDP,01111,Randolph County,100
0481175,Washington Park CDP,04007,Gila County,100
0603330,Avila Beach CDP,06079,San Luis Obispo County,100
0627014,Friant CDP,06019,Fresno County,100
0926370,Essex Village CDP,09007,Middlesex County,100
1217273,Desoto Acres CDP,12115,Sarasota County,100
1269250,Sun City Center CDP,12057,Hillsborough County,100
2601340,Allendale CDP,26139,Ottawa County,100
3765020,Stokes CDP,37147,Pitt County,100
4105250,Beavercreek CDP,41005,Clackamas County,100
5117120,Claypool Hill CDP,51185,Tazewell County,100
5310455,Cascade Valley CDP,53025,Grant County,100
0211800,Chalkyitsik CDP,02290,Yukon-Koyukuk Census Area,100
0680476,Trinity Center CDP,06105,Trinity County,100
0816715,Conejos CDP,08021,Conejos County,100
1809622,Butlerville CDP,18079,Jennings County,100
2515340,Cordaville CDP,25027,Worcester County,100
4715880,Coalfield CDP,47129,Morgan County,100
0146600,Marbury CDP,01001,Autauga County,100
0403320,Arivaca CDP,04019,Pima County,100
0623980,Fiddletown CDP,06005,Amador County,100
0631372,Groveland CDP,06109,Tuolumne County,100
0655296,Palo Cedro CDP,06089,Shasta County,100
0684120,West Bishop CDP,06027,Inyo County,100
1212450,Citrus Springs CDP,12017,Citrus County,100
1665620,Princeton CDP,16057,Latah County,100
2340105,Lisbon Falls CDP,23001,Androscoggin County,100
2446400,Leitersburg CDP,24043,Washington County,100
2475725,Suitland CDP,24033,Prince George's County,100
3629245,Glen Head CDP,36059,Nassau County,100
3948272,Masury CDP,39155,Trumbull County,100
4822840,Elbert CDP,48447,Throckmorton County,100
0620900,East Nicolaus CDP,06101,Sutter County,100
0633549,Hidden Valley Lake CDP,06033,Lake County,100
0804165,Avondale CDP,08101,Pueblo County,100
1240750,Lisbon CDP,12069,Lake County,100
2535250,Lexington CDP,25017,Middlesex County,100
2739446,Mahtowa CDP,27017,Carlton County,100
3663132,Rock Hill CDP,36105,Sullivan County,100
3680258,West Hills CDP,36103,Suffolk County,100
3902266,Apple Valley CDP,39083,Knox County,100
4101850,Altamont CDP,41035,Klamath County,100
4801858,Alice Acres CDP,48249,Jim Wells County,100
5154144,Mount Vernon CDP,51059,Fairfax County,100
0158680,Pea Ridge CDP,01117,Shelby County,100
0426780,Geronimo Estates CDP,04007,Gila County,100
0466540,Shumway CDP,04017,Navajo County,100
0481550,Wenden CDP,04012,La Paz County,100
0529320,Hagarville CDP,05071,Johnson County,100
0607260,Bodega Bay CDP,06097,Sonoma County,100
0640928,Laytonville CDP,06045,Mendocino County,100
0914200,Cheshire Village CDP,09009,New Haven County,100
2464375,Pylesville CDP,24025,Harford County,100
3736480,Lake Junaluska CDP,37087,Haywood County,100
3914280,Chippewa Park CDP,39091,Logan County,100
4236568,Hyde CDP,42033,Clearfield County,100
4534765,Homewood CDP,45051,Horry County,100
0601358,Alta Sierra CDP,06029,Kern County,100
0943580,Long Hill CDP,09001,Fairfield County,100
0953540,Noroton CDP,09001,Fairfield County,100
2432350,Glassmanor CDP,24033,Prince George's County,100
3566765,Sandia Heights CDP,35001,Bernalillo County,100
3716720,Deep Run CDP,37107,Lenoir County,100
4112800,Chenoweth CDP,41065,Wasco County,100
4512520,Cateechee CDP,45077,Pickens County,100
5123984,Dunn Loring CDP,51059,Fairfax County,100
5520875,Drummond CDP,55007,Bayfield County,100
0278790,Tuluksak CDP,02050,Bethel Census Area,100
0556060,Pleasant Grove CDP,05137,Stone County,100
1240037,Lely Resort CDP,12021,Collier County,100
1512530,Hawaiian Ocean View CDP,15001,Hawaii County,100
2431625,Garrison CDP,24005,Baltimore County,100
2629580,Forest Hills CDP,26081,Kent County,100
4126750,Four Corners CDP,41047,Marion County,100
4741780,Lenox CDP,47045,Dyer County,100
5364775,Skokomish CDP,53045,Mason County,100
5536400,Humbird CDP,55019,Clark County,100
0447680,Mormon Lake CDP,04005,Coconino County,100
0461440,Round Rock CDP,04001,Apache County,100
0616728,Covelo CDP,06045,Mendocino County,100
1245465,Midway CDP,12113,Santa Rosa County,100
1815115,Cordry Sweetwater Lakes CDP,18013,Brown County,100
2378640,Vanceboro CDP,23029,Washington County,100
3130905,Martin CDP,31101,Keith County,100
3208100,Bunkerville CDP,32003,Clark County,100
3646404,Medford CDP,36103,Suffolk County,100
3664606,St. John Fisher College CDP,36055,Monroe County,100
4275296,Sunbrook CDP,42013,Blair County,100
5100468,Adwolf CDP,51173,Smyth County,100
5423140,East Dailey CDP,54083,Randolph County,100
5681640,Warren AFB CDP,56021,Laramie County,100
0516690,Crystal Springs CDP,05051,Garland County,100
0646646,Mead Valley CDP,06065,Riverside County,100
0651840,North Fair Oaks CDP,06081,San Mateo County,100
0670266,Saranap CDP,06013,Contra Costa County,100
1273725,Vamo CDP,12115,Sarasota County,100
2214100,Chackbay CDP,22057,Lafourche Parish,100
2441475,Ilchester CDP,24027,Howard County,100
3439600,Layton CDP,34037,Sussex County,100
3529230,Gila Hot Springs CDP,35017,Grant County,100
3628431,Gasport CDP,36063,Niagara County,100
4511350,Cane Savannah CDP,45085,Sumter County,100
5108200,Blue Ridge CDP,51023,Botetourt County,100
5138504,Horntown CDP,51001,Accomack County,100
5151192,Merrifield CDP,51059,Fairfax County,100
5342380,Malott CDP,53047,Okanogan County,100
5355015,Point Roberts CDP,53073,Whatcom County,100
5368480,Sunday Lake CDP,53061,Snohomish County,100
5374445,Vaughn CDP,53053,Pierce County,100
0167608,Saks CDP,01015,Calhoun County,100
0620928,Easton CDP,06019,Fresno County,100
1208300,Brent CDP,12033,Escambia County,100
1346832,Lithia Springs CDP,13097,Douglas County,100
1528850,Kapaa CDP,15007,Kauai County,100
1557350,Olinda CDP,15009,Maui County,100
2258920,Paradis CDP,22089,St. Charles Parish,100
2326490,Freeport CDP,23005,Cumberland County,100
3035640,Helena West Side CDP,30049,Lewis and Clark County,100
3404660,Belleplain CDP,34009,Cape May County,100
3534620,Isleta CDP,35001,Bernalillo County,100
3542320,Los Alamos CDP,35028,Los Alamos County,100
3702760,Avery Creek CDP,37021,Buncombe County,100
0263280,Port Graham CDP,02122,Kenai Peninsula Borough,100
0401920,Alpine CDP,04001,Apache County,100
0614904,Columbia CDP,06109,Tuolumne County,100
0639460,Lake California CDP,06103,Tehama County,100
0654120,Orcutt CDP,06083,Santa Barbara County,100
0684385,Westhaven-Moonstone CDP,06023,Humboldt County,100
0837220,Holly Hills CDP,08005,Arapahoe County,100
1226900,Gotha CDP,12095,Orange County,100
2344235,Mattawamkeag CDP,23019,Penobscot County,100
3075775,Ulm CDP,30013,Cascade County,100
3348740,Milton Mills CDP,33017,Strafford County,100
3553150,Ohkay Owingeh CDP,35039,Rio Arriba County,100
3571015,San Ysidro CDP,35013,Doña Ana County,100
3624526,Endwell CDP,36007,Broome County,100
3646976,Middle Island CDP,36103,Suffolk County,100
4223744,Enola CDP,42041,Cumberland County,100
5109248,Brandermill CDP,51041,Chesterfield County,100
5341785,McMillin CDP,53053,Pierce County,100
0675252,Stratford CDP,06031,Kings County,100
0675315,Strawberry CDP,06041,Marin County,100
1302364,Antioch CDP,13145,Harris County,100
2421075,Crownsville CDP,24003,Anne Arundel County,100
2456875,North Potomac CDP,24031,Montgomery County,100
2465312,Redland CDP,24031,Montgomery County,100
2939170,Knob Lick CDP,29187,St. Francois County,100
3677772,Wading River CDP,36103,Suffolk County,100
4056950,Panola CDP,40077,Latimer County,100
4610835,Cedar Grove Colony CDP,46015,Brule County,100
4780720,Wildersville CDP,47077,Henderson County,100
5179360,Triangle CDP,51153,Prince William County,100
0262620,Port Alsworth CDP,02164,Lake and Peninsula Borough,100
0618086,Davenport CDP,06087,Santa Cruz County,100
1242750,Manasota Key CDP,12015,Charlotte County,100
2161122,Pine Knot CDP,21147,McCreary County,100
2548710,North Pembroke CDP,25023,Plymouth County,100
3658541,Plattekill CDP,36111,Ulster County,100
4626035,Green Valley CDP,46103,Pennington County,100
5056950,Pownal CDP,50003,Bennington County,100
5141144,Jolivue CDP,51015,Augusta County,100
5180864,Verona CDP,51015,Augusta County,100
0605262,Benbow CDP,06023,Humboldt County,100
0623196,Fairhaven CDP,06023,Humboldt County,100
0641026,Leggett CDP,06045,Mendocino County,100
0933690,Greenwich CDP,09001,Fairfield County,100
3733320,Icard CDP,37023,Burke County,100
4248728,Meridian CDP,42019,Butler County,100
5356975,Quilcene CDP,53031,Jefferson County,100
0639885,Lake Wildwood CDP,06057,Nevada County,100
0652379,North Tustin CDP,06059,Orange County,100
0803730,Aspen Park CDP,08059,Jefferson County,100
1510000,Halawa CDP,15003,Honolulu County,100
2573930,Webster CDP,25027,Worcester County,100
3265400,Schurz CDP,32021,Mineral County,100
3618817,Cranberry Lake CDP,36089,St. Lawrence County,100
4026200,Fittstown CDP,40123,Pontotoc County,100
4266808,Russell CDP,42123,Warren County,100
0670798,Seeley CDP,06025,Imperial County,100
0678232,Terminous CDP,06077,San Joaquin County,100
2125876,Ezel CDP,21175,Morgan County,100
3219150,Double Spring CDP,32005,Douglas County,100
3673057,Taconic Shores CDP,36021,Columbia County,100
3722440,Fairview CDP,37021,Buncombe County,100
4020100,Dennis CDP,40041,Delaware County,100
5143704,Lancaster CDP,51103,Lancaster County,100
5155528,New Baltimore CDP,51061,Fauquier County,100
5301920,Ames Lake CDP,53033,King County,100
7214290,Carolina zona urbana,72031,Carolina Municipio,100
0639108,Ladera Heights CDP,06037,Los Angeles County,100
0644760,McClellan Park CDP,06067,Sacramento County,100
4210720,Cairnbrook CDP,42111,Somerset County,100
4251152,Morrisville CDP,42059,Greene County,100
4731100,Green Hill CDP,47189,Wilson County,100
0606150,Bertsch-Oceanview CDP,06015,Del Norte County,100
1034810,Highland Acres CDP,10001,Kent County,100
1240525,Limestone CDP,12049,Hardee County,100
1276062,Westchase CDP,12057,Hillsborough County,100
1560200,Paia CDP,15009,Maui County,100
2410650,Broomes Island CDP,24009,Calvert County,100
2566070,Spencer CDP,25027,Worcester County,100
3012625,Carter CDP,30015,Chouteau County,100
3044350,Lodge Pole CDP,30005,Blaine County,100
3044800,Loma CDP,30015,Chouteau County,100
3313700,Colebrook CDP,33007,Coos County,100
3404420,Bedminster CDP,34035,Somerset County,100
3412385,Cherry Hill Mall CDP,34007,Camden County,100
3568010,San Ildefonso Pueblo CDP,35049,Santa Fe County,100
3954684,New Haven CDP,39061,Hamilton County,100
5108472,Bon Air CDP,51041,Chesterfield County,100
5437612,Hinkleville CDP,54097,Upshur County,100
5508925,Boulder Junction CDP,55125,Vilas County,100
0636203,Idyllwild-Pine Cove CDP,06065,Riverside County,100
0664294,Salton City CDP,06025,Imperial County,100
2103412,Bandana CDP,21007,Ballard County,100
3977812,Tuppers Plains CDP,39105,Meigs County,100
4051275,New Eucha CDP,40041,Delaware County,100
4810990,Buchanan Lake Village CDP,48299,Llano County,100
5052375,North Westminster CDP,50025,Windham County,100
5340105,Longbranch CDP,53053,Pierce County,100
0447400,Mohave Valley CDP,04015,Mohave County,100
1216100,Cypress Quarters CDP,12093,Okeechobee County,100
1273312,Upper Grand Lagoon CDP,12005,Bay County,100
2469200,Sabillasville CDP,24021,Frederick County,100
3579264,Totah Vista CDP,35045,San Juan County,100
4204824,Beaver Springs CDP,42109,Snyder County,100
4286576,Woxall CDP,42091,Montgomery County,100
4408020,Bradford CDP,44009,Washington County,100
4725560,Falling Water CDP,47065,Hamilton County,100
4811940,Callender Lake CDP,48467,Van Zandt County,100
4841548,Lasara CDP,48489,Willacy County,100
4860380,Ramireno CDP,48505,Zapata County,100
4866848,Seth Ward CDP,48189,Hale County,100
5113720,Cave Spring CDP,51161,Roanoke County,100
1212300,Chumuckla CDP,12113,Santa Rosa County,100
2430575,Friendly CDP,24033,Prince George's County,100
3041950,Lakeside CDP,30029,Flathead County,100
3616050,Claverack-Red Mills CDP,36021,Columbia County,100
3658057,Pine Hill CDP,36111,Ulster County,100
5076900,Waterbury CDP,50023,Washington County,100
0109500,Brook Highland CDP,01117,Shelby County,100
0412630,Chilchinbito CDP,04017,Navajo County,100
0451142,Oljato-Monument Valley CDP,04017,Navajo County,100
0668266,San Miguel CDP,06079,San Luis Obispo County,100
3618157,Coram CDP,36103,Suffolk County,100
3666465,Setauket CDP,36103,Suffolk County,100
3669001,South Farmingdale CDP,36059,Nassau County,100
3916784,Collins CDP,39077,Huron County,100
4501810,Antreville CDP,45001,Abbeville County,100
4508155,Bradley CDP,45047,Greenwood County,100
4539512,Lake Secession CDP,45001,Abbeville County,100
5139916,Innovation CDP,51153,Prince William County,100
0616714,Courtland CDP,06067,Sacramento County,100
0678890,Tomales CDP,06041,Marin County,100
1259311,Quail Ridge CDP,12101,Pasco County,100
2309690,Camden CDP,23013,Knox County,100
4707240,Bon Air CDP,47185,White County,100
4721860,Dukedom CDP,47183,Weakley County,100
4867376,Sheldon CDP,48201,Harris County,100
5105256,Baywood CDP,51077,Grayson County,100
5343762,Marrowstone CDP,53031,Jefferson County,100
5526575,Forest Junction CDP,55015,Calumet County,100
5553500,Mole Lake CDP,55041,Forest County,100
0683494,Warner Valley CDP,06063,Plumas County,100
0686678,Yankee Hill CDP,06007,Butte County,100
1536650,Kilauea CDP,15007,Kauai County,100
2316200,Damariscotta CDP,23015,Lincoln County,100
2559700,Sandwich CDP,25001,Barnstable County,100
3002425,Arlee CDP,30047,Lake County,100
4169800,Stafford CDP,41005,Clackamas County,100
4568177,South Sumter CDP,45085,Sumter County,100
4835996,Inez CDP,48469,Victoria County,100
4872992,Tilden CDP,48311,McMullen County,100
4919020,Deseret CDP,49027,Millard County,100
5005125,Benson CDP,50021,Rutland County,100
5126656,Fairfield CDP,51163,Rockbridge County,100
0613985,Clearlake Riviera CDP,06033,Lake County,100
0674021,Stebbins CDP,06029,Kern County,100
0678050,Tecopa CDP,06027,Inyo County,100
0683262,Walker CDP,06051,Mono County,100
1272442,Trinity CDP,12101,Pasco County,100
1500550,Aiea CDP,15003,Honolulu County,100
1543250,Laie CDP,15003,Honolulu County,100
1572350,Volcano CDP,15001,Hawaii County,100
2204300,Barataria CDP,22051,Jefferson Parish,100
2388160,York Harbor CDP,23031,York County,100
2613480,Carp Lake CDP,26047,Emmet County,100
3014875,Churchill CDP,30031,Gallatin County,100
3563250,Rio Lucio CDP,35055,Taos County,100
3569875,San Rafael CDP,35006,Cibola County,100
3578650,Tome CDP,35061,Valencia County,100
4049825,Mulberry CDP,40001,Adair County,100
4220600,Eagle CDP,42029,Chester County,100
5344480,Mead CDP,53063,Spokane County,100
0939695,Indian Field CDP,09001,Fairfield County,100
2674200,Skidway Lake CDP,26129,Ogemaw County,100
3251200,Nixon CDP,32031,Washoe County,100
3362580,Plymouth CDP,33009,Grafton County,100
3538540,La Madera CDP,35043,Sandoval County,100
3670090,Sparrow Bush CDP,36071,Orange County,100
3703665,Barker Ten Mile CDP,37155,Robeson County,100
4029800,Golden CDP,40089,McCurtain County,100
4074159,Tonkawa Tribal Housing CDP,40071,Kay County,100
4213168,Cherryville CDP,42095,Northampton County,100
4834586,Holly Lake Ranch CDP,48499,Wood County,100
4927270,Fremont CDP,49055,Wayne County,100
5069475,Springfield CDP,50027,Windsor County,100
0621810,El Cerrito CDP,06065,Riverside County,100
0641789,Little Grass Valley CDP,06063,Plumas County,100
0662756,Romoland CDP,06065,Riverside County,100
1228305,Gun Club Estates CDP,12099,Palm Beach County,100
2459425,Owings Mills CDP,24005,Baltimore County,100
2622900,Dowling CDP,26015,Barry County,100
2672700,Shaftsburg CDP,26155,Shiawassee County,100
2861080,Rawls Springs CDP,28035,Forrest County,100
4266392,Rothsville CDP,42071,Lancaster County,100
5328345,Grayland CDP,53027,Grays Harbor County,100
7268513,Rafael Capó comunidad,72065,Hatillo Municipio,100
7271437,Río Lajas comunidad,72051,Dorado Municipio,100
0482120,Wheatfields CDP,04007,Gila County,100
0616580,Coto de Caza CDP,06059,Orange County,100
0640746,Laton CDP,06019,Fresno County,100
0653490,Olancha CDP,06027,Inyo County,100
0681316,University of California-Santa Barbara CDP,06083,Santa Barbara County,100
2734370,Lake George CDP,27057,Hubbard County,100
2855160,Panther Burn CDP,28125,Sharkey County,100
3019675,De Borgia CDP,30061,Mineral County,100
3203700,Austin CDP,32015,Lander County,100
3416060,Crosswicks CDP,34005,Burlington County,100
3604388,Bard College CDP,36027,Dutchess County,100
3651440,North Babylon CDP,36103,Suffolk County,100
3663319,Rocky Point CDP,36103,Suffolk County,100
3667851,Smithtown CDP,36103,Suffolk County,100
3949420,Miami Heights CDP,39061,Hamilton County,100
4243496,Lincoln Park CDP,42011,Berks County,100
4543135,Lydia CDP,45031,Darlington County,100
4809656,Box Canyon CDP,48465,Val Verde County,100
5142664,Kings Park CDP,51059,Fairfax County,100
5369280,Swede Heaven CDP,53061,Snohomish County,100
6645600,Mangilao CDP,66010,Guam,100
0456470,Pisinemo CDP,04019,Pima County,100
0538540,Landmark CDP,05119,Pulaski County,100
0624764,Ford City CDP,06029,Kern County,100
1239062,Lakewood Park CDP,12111,St. Lucie County,100
1257320,Pioneer CDP,12051,Hendry County,100
3235275,Indian Hills CDP,32005,Douglas County,100
3734160,Jackson Springs CDP,37125,Moore County,100
5627940,Fort Bridger CDP,56041,Uinta County,100
5666655,Robertson CDP,56041,Uinta County,100
0526260,Genoa CDP,05091,Miller County,100
0561730,Rye CDP,05025,Cleveland County,100
1256955,Pine Level CDP,12113,Santa Rosa County,100
1503850,Captain Cook CDP,15001,Hawaii County,100
3715880,Cullowhee CDP,37099,Jackson County,100
3912056,Carbon Hill CDP,39073,Hocking County,100
3935322,Highpoint CDP,39061,Hamilton County,100
4026525,Flute Springs CDP,40135,Sequoyah County,100
